timestamp,response_time,endpoint,status_code,user_id,request_size,response_size
2025-07-17 14:12:51.338491,101.18577295871117,/api/auth,200,user_569,2104,26730
2025-07-17 14:17:51.338491,95.85793245306647,/api/users,200,user_177,2579,47133
2025-07-17 14:22:51.338491,109.16739986381072,/api/orders,200,user_169,3796,9896
2025-07-17 14:27:51.338491,289.4662209906959,/api/orders,200,user_331,1057,26217
2025-07-17 14:32:51.338491,105.53261404228617,/api/users,200,user_295,4865,22418
2025-07-17 14:37:51.338491,101.66754754399781,/api/users,500,user_733,2143,23515
2025-07-17 14:42:51.338491,88.84845391255777,/api/products,200,user_255,3201,14514
2025-07-17 14:47:51.338491,98.17837808083097,/api/auth,200,user_143,605,22852
2025-07-17 14:52:51.338491,302.2700321820572,/api/products,500,user_919,553,45613
2025-07-17 14:57:51.338491,108.57510235497378,/api/orders,200,user_428,2289,10495
2025-07-17 15:02:51.338491,108.65628047105426,/api/users,200,user_385,533,34171
2025-07-17 15:07:51.338491,104.69606552496789,/api/users,200,user_188,4438,6083
2025-07-17 15:12:51.338491,109.12165156624863,/api/orders,500,user_669,3679,15306
2025-07-17 15:17:51.338491,79.57263508930463,/api/auth,200,user_533,3949,27414
2025-07-17 15:22:51.338491,104.9287233708954,/api/users,200,user_623,1189,22917
2025-07-17 15:27:51.338491,549.0858379774977,/api/orders,200,user_341,3290,30879
2025-07-17 15:32:51.338491,93.36759112442593,/api/users,200,user_534,3791,5566
2025-07-17 15:37:51.338491,79.85619318684974,/api/products,200,user_165,1151,41856
2025-07-17 15:42:51.338491,114.38359743540703,/api/auth,200,user_618,785,2237
2025-07-17 15:47:51.338491,103.74009671961775,/api/products,200,user_683,2545,22643
2025-07-17 15:52:51.338491,383.81353875110574,/api/products,200,user_211,877,29748
2025-07-17 15:57:51.338491,96.33044963462788,/api/orders,200,user_926,2260,37502
2025-07-17 16:02:51.338491,99.60989677801902,/api/products,200,user_149,789,41898
2025-07-17 16:07:51.338491,108.12095697348249,/api/auth,200,user_484,4725,6249
2025-07-17 16:12:51.338491,102.9043925903161,/api/users,200,user_435,3469,4973
2025-07-17 16:17:51.338491,114.91049260206842,/api/products,200,user_710,3502,3732
2025-07-17 16:22:51.338491,104.16697719580058,/api/users,200,user_888,1873,46927
2025-07-17 16:27:51.338491,89.43964933603766,/api/products,200,user_268,1684,15111
2025-07-17 16:32:51.338491,98.20509194268618,/api/orders,200,user_885,1263,35154
2025-07-17 16:37:51.338491,83.43835166756512,/api/orders,200,user_89,239,24308
2025-07-17 16:42:51.338491,89.16928379506383,/api/products,200,user_557,3826,20975
2025-07-17 16:47:51.338491,87.05510987110176,/api/orders,200,user_684,616,14199
2025-07-17 16:52:51.338491,105.98990758146272,/api/users,200,user_862,1673,25968
2025-07-17 16:57:51.338491,89.40391028477528,/api/auth,200,user_931,398,36306
2025-07-17 17:02:51.338491,89.82506838426458,/api/users,200,user_631,2211,36609
2025-07-17 17:07:51.338491,79.304615601396,/api/users,200,user_370,4705,20017
2025-07-17 17:12:51.338491,106.44121227847059,/api/users,200,user_283,3726,44188
2025-07-17 17:17:51.338491,386.2321161956447,/api/orders,200,user_229,4662,34919
2025-07-17 17:22:51.338491,390.31246977149436,/api/orders,200,user_627,4823,38482
2025-07-17 17:27:51.338491,91.78012337260405,/api/orders,200,user_63,4169,49375
2025-07-17 17:32:51.338491,101.76295614951442,/api/orders,500,user_405,3075,32036
2025-07-17 17:37:51.338491,78.48909277653689,/api/products,200,user_126,4469,24950
2025-07-17 17:42:51.338491,82.22872231976508,/api/users,500,user_892,510,6004
2025-07-17 17:47:51.338491,95.10581437923815,/api/users,200,user_521,474,26200
2025-07-17 17:52:51.338491,89.35523355670604,/api/users,404,user_870,3978,20588
2025-07-17 17:57:51.338491,96.78537246823369,/api/products,200,user_363,3288,41058
2025-07-17 18:02:51.338491,86.82726993044388,/api/products,500,user_834,3134,33401
2025-07-17 18:07:51.338491,294.46168793135087,/api/users,200,user_920,196,37489
2025-07-17 18:12:51.338491,70.65158248673802,/api/products,200,user_748,4685,18519
2025-07-17 18:17:51.338491,88.64012563489598,/api/auth,404,user_175,4202,7477
2025-07-17 18:22:51.338491,73.7384342130298,/api/users,200,user_23,669,49231
2025-07-17 18:27:51.338491,92.15676817658638,/api/auth,200,user_252,1288,28546
2025-07-17 18:32:51.338491,95.12010955139343,/api/orders,200,user_935,1978,39353
2025-07-17 18:37:51.338491,82.17319984010251,/api/orders,500,user_993,4549,11329
2025-07-17 18:42:51.338491,93.27960922080509,/api/auth,200,user_959,4501,40700
2025-07-17 18:47:51.338491,74.52414241037867,/api/products,200,user_770,2399,34429
2025-07-17 18:52:51.338491,64.81707758148595,/api/products,200,user_16,3394,1453
2025-07-17 18:57:51.338491,78.52001102928314,/api/orders,200,user_573,1640,47074
2025-07-17 19:02:51.338491,84.3206318764192,/api/orders,200,user_423,116,31717
2025-07-17 19:07:51.338491,75.76658183755316,/api/users,200,user_944,1193,46352
2025-07-17 19:12:51.338491,66.62828603054083,/api/auth,200,user_283,4882,21861
2025-07-17 19:17:51.338491,415.0168270442921,/api/users,200,user_844,323,7467
2025-07-17 19:22:51.338491,78.82810641088614,/api/products,200,user_407,2697,7612
2025-07-17 19:27:51.338491,71.57847506966695,/api/orders,200,user_372,3247,31506
2025-07-17 19:32:51.338491,79.48772809382058,/api/orders,200,user_558,2541,22362
2025-07-17 19:37:51.338491,76.50060288551343,/api/users,200,user_999,850,44801
2025-07-17 19:42:51.338491,84.0267133071514,/api/orders,500,user_25,4645,18902
2025-07-17 19:47:51.338491,90.61088095722609,/api/orders,200,user_500,1276,47488
2025-07-17 19:52:51.338491,74.41160714001683,/api/auth,200,user_841,697,7422
