timestamp,query_time,query_type,table_name,rows_affected,cpu_usage,memory_usage
2025-07-17 14:12:51.527408,115.36844450617478,DELETE,users,426,20.801933506961646,65.5934117580527
2025-07-17 14:22:51.527408,12.176197834181343,SELECT,orders,9264,33.97823899980292,33.91964301629784
2025-07-17 14:32:51.527408,80.73528238235885,UPDATE,users,4519,43.768232082027474,62.17686680584488
2025-07-17 14:42:51.527408,118.90198397723528,SELECT,products,8137,56.33617833946046,35.14194200750176
2025-07-17 14:52:51.527408,33.00550206857164,INSERT,orders,7223,49.401195991510505,60.81662021801012
2025-07-17 15:02:51.527408,115.08474159064328,INSERT,users,8921,27.34580959195529,74.01293846968967
2025-07-17 15:12:51.527408,14.690579128550892,UPDATE,logs,9585,57.994297254684994,13.38186400914418
2025-07-17 15:22:51.527408,167.83020545274033,DELETE,orders,7971,49.235538012538,47.46723979181611
2025-07-17 15:32:51.527408,8.981834993985444,SELECT,products,8294,12.73853823780421,71.16326806115958
2025-07-17 15:42:51.527408,58.30686307012387,INSERT,users,6643,30.97036564676616,49.133011834640406
2025-07-17 15:52:51.527408,27.713667363361882,UPDATE,users,3979,2.0125152121022154,18.694586834233036
2025-07-17 16:02:51.527408,432.447032897601,SELECT,logs,9951,29.734179865299115,19.817932878865342
2025-07-17 16:12:51.527408,23.329708359353496,DELETE,logs,6566,18.910563783718025,53.13614763004195
2025-07-17 16:22:51.527408,391.66138021686083,INSERT,logs,7545,34.22268536968966,14.806852139875527
2025-07-17 16:32:51.527408,18.07962590989487,DELETE,orders,1745,55.12936139228942,61.53359952012317
2025-07-17 16:42:51.527408,206.02035686799186,INSERT,products,1348,39.15538492110187,55.305855310985564
2025-07-17 16:52:51.527408,143.5428857405819,DELETE,users,5575,37.79447409446891,48.12357322963089
2025-07-17 17:02:51.527408,40.82538394879321,SELECT,orders,5716,43.793372931615245,43.24990959260272
2025-07-17 17:12:51.527408,81.09432068494613,SELECT,orders,7578,23.628726375845417,38.68250784237643
2025-07-17 17:22:51.527408,8.391494037389398,INSERT,logs,8614,42.386340350335054,38.873870706428505
2025-07-17 17:32:51.527408,58.85459414322553,UPDATE,products,1887,19.25838492964023,87.11950541468326
2025-07-17 17:42:51.527408,41.62508170433005,INSERT,products,2931,25.466899676842814,53.21570465236965
2025-07-17 17:52:51.527408,20.275467859491073,SELECT,products,8460,1.271572592206919,35.634530836169255
2025-07-17 18:02:51.527408,283.5912540809399,DELETE,users,588,41.288463264976855,10.73144331242483
2025-07-17 18:12:51.527408,19.299553993585103,SELECT,orders,7289,34.51582191316946,43.08937128790021
2025-07-17 18:22:51.527408,86.01787220469832,DELETE,logs,4047,19.908941189099743,54.894212470563794
2025-07-17 18:32:51.527408,12.7807181476665,INSERT,users,9770,40.723557023729455,62.07708936814319
2025-07-17 18:42:51.527408,363.578729487765,SELECT,users,2821,24.536359791238812,34.29091413910063
2025-07-17 18:52:51.527408,36.575531426332155,INSERT,users,5482,3.500916793671845,53.338865307798855
2025-07-17 19:02:51.527408,43.888225082796644,SELECT,logs,9689,22.272016063888977,32.49016976797428
2025-07-17 19:12:51.527408,35.44300699048237,UPDATE,orders,8938,22.030795586076678,57.95641943478792
2025-07-17 19:22:51.527408,27.581332265878768,UPDATE,orders,8778,20.37231317044877,83.54222339082355
2025-07-17 19:32:51.527408,58.88535896538063,INSERT,products,5051,26.894428682725177,28.30806440127812
2025-07-17 19:42:51.527408,15.816205069188852,SELECT,logs,7758,21.50473178312133,79.22612151012942
2025-07-17 19:52:51.527408,147.6926802082466,SELECT,users,5297,16.609139092951718,30.44228915775981
2025-07-17 20:02:51.527408,118.71485264387088,DELETE,users,6656,4.621584454797883,59.4869265971095
2025-07-17 20:12:51.527408,562.9218494606532,UPDATE,users,8094,39.059773444331185,12.735097300143934
2025-07-17 20:22:51.527408,1065.8668360136069,UPDATE,products,5112,33.21520523850448,39.22959974238921
2025-07-17 20:32:51.527408,74.13636325931809,SELECT,logs,2594,32.940791005954765,44.191709110313276
2025-07-17 20:42:51.527408,63.869785626612455,DELETE,users,7094,24.89232588481844,53.40903701973713
2025-07-17 20:52:51.527408,15.284081115736322,UPDATE,logs,9833,29.87237002912059,11.30381930340021
2025-07-17 21:02:51.527408,5.124950687230923,INSERT,products,34,30.508057045602087,56.99352405871167
2025-07-17 21:12:51.527408,201.9446938050491,UPDATE,orders,7619,17.898762291926012,75.48107699064983
2025-07-17 21:22:51.527408,188.92530428527257,UPDATE,orders,4895,8.186284286599072,42.202173383114435
2025-07-17 21:32:51.527408,39.91139415856531,DELETE,logs,4318,20.429525062666293,57.66930884242343
2025-07-17 21:42:51.527408,228.65948367024802,UPDATE,products,2722,32.0927092191892,40.634969651063926
2025-07-17 21:52:51.527408,11.644259702490203,UPDATE,products,4639,12.269790239874382,37.54315637211644
2025-07-17 22:02:51.527408,121.68904234979787,SELECT,users,9455,22.460506555637792,-6.295256869757722
2025-07-17 22:12:51.527408,9.485450805258795,DELETE,orders,9242,48.04793509334169,38.21096332511392
2025-07-17 22:22:51.527408,213.263036092405,DELETE,users,2112,37.49276800104073,44.46557659336972
2025-07-17 22:32:51.527408,24.883400888560896,INSERT,users,3833,10.16223919702994,15.230842743016318
2025-07-17 22:42:51.527408,377.22682427245223,SELECT,logs,4996,29.44181857072674,75.02379270536957
2025-07-17 22:52:51.527408,48.11196559197851,DELETE,orders,6771,37.98769106705845,44.12422515575143
2025-07-17 23:02:51.527408,66.67737237727216,SELECT,users,7073,28.274396532515553,72.76426662624552
2025-07-17 23:12:51.527408,87.06449621229639,UPDATE,logs,3396,40.314857429849184,55.500934951367654
2025-07-17 23:22:51.527408,18.755367043472653,INSERT,products,9549,19.29661286539266,91.91064762266164
2025-07-17 23:32:51.527408,118.84023255967901,UPDATE,orders,8816,40.283162510364306,22.371818970031253
2025-07-17 23:42:51.527408,8.750581011881952,UPDATE,users,6654,36.569207018542805,2.132382354936489
2025-07-17 23:52:51.527408,209.60271178034014,DELETE,users,130,44.74502473360572,84.18116738324356
2025-07-18 00:02:51.527408,676.7247117463053,DELETE,users,549,34.943925919770486,69.04551827132141
2025-07-18 00:12:51.527408,281.5116759761174,SELECT,users,4327,31.249858426556603,26.55246860538966
2025-07-18 00:22:51.527408,1322.8197542641642,SELECT,logs,5619,57.63026148527378,28.72856827481681
2025-07-18 00:32:51.527408,80.2776335870025,DELETE,products,6297,48.907842091723694,44.36610928694265
2025-07-18 00:42:51.527408,114.67813604893895,DELETE,products,4650,34.14111937399177,30.76212462759964
2025-07-18 00:52:51.527408,31.96168131399213,SELECT,products,7275,36.317391038777004,27.628897930325685
2025-07-18 01:02:51.527408,236.011307617645,SELECT,orders,8712,55.94083054778603,57.027426112369355
2025-07-18 01:12:51.527408,35.02761630667181,INSERT,logs,3780,19.75221940535716,64.38003653921574
2025-07-18 01:22:51.527408,6.20547426933806,INSERT,users,2156,18.876731613007045,53.88932445729345
2025-07-18 01:32:51.527408,9.657293690522813,DELETE,orders,1495,11.21203953884249,16.10430886067612
2025-07-18 01:42:51.527408,0.1989736880471966,SELECT,logs,6395,23.27486791789445,27.717289771258038
2025-07-18 01:52:51.527408,160.68806390631806,INSERT,logs,9607,22.556373880800553,65.2974873764526
2025-07-18 02:02:51.527408,29.141173402277644,SELECT,logs,3680,18.736929002791726,38.589109453908264
2025-07-18 02:12:51.527408,43.727481385362076,INSERT,orders,8634,33.94859517226568,42.923185690419785
2025-07-18 02:22:51.527408,38.741364714179774,UPDATE,orders,6584,27.734321788559942,32.87635007651305
2025-07-18 02:32:51.527408,197.75766140224837,SELECT,orders,1393,27.28696556623498,33.88661170825678
2025-07-18 02:42:51.527408,1.856805903322132,SELECT,logs,724,42.18076615140508,88.99941846705782
2025-07-18 02:52:51.527408,64.93955103579582,UPDATE,products,5360,10.406748326699578,65.39442233645138
2025-07-18 03:02:51.527408,3.455434765739436,INSERT,products,7789,28.256683716772535,68.66591337757299
2025-07-18 03:12:51.527408,20.174674185524836,DELETE,orders,2144,25.408007763687912,60.753621453550366
2025-07-18 03:22:51.527408,30.426400712566792,SELECT,users,3607,18.0971544593387,60.906555762609685
2025-07-18 03:32:51.527408,160.34142498119763,UPDATE,users,3501,31.619659156299374,55.7139917741195
2025-07-18 03:42:51.527408,186.73175486731697,INSERT,users,5697,29.78610423566929,39.12598544324442
2025-07-18 03:52:51.527408,59.278380796557514,UPDATE,products,5337,33.30331988962826,37.51544120457723
2025-07-18 04:02:51.527408,1416.0620768304252,INSERT,logs,1426,28.93052070662998,19.093569849123455
2025-07-18 04:12:51.527408,71.31623646377452,SELECT,logs,6526,9.113950130587337,54.942672854900536
2025-07-18 04:22:51.527408,403.6399331070768,INSERT,logs,3087,20.65290000113469,11.867194804872305
2025-07-18 04:32:51.527408,73.3519062006334,SELECT,logs,5916,50.74309422868338,21.523314390324778
2025-07-18 04:42:51.527408,282.2759914508569,INSERT,products,6340,34.10352454257836,37.413530796775866
